location,building,building_name,address,city_name,county,category,osfg,bldg_asf,levels,year,owner,mp_code,book_value,clean_location
AG FIELD STAT,8211,DV 2801 2ND,2801 2ND STREET,DAVIS (YOLO),YOLO,GENERAL,43817,25649,2,2013,UC,P,8191972.0,AG FIELD STAT
AG FIELD STAT,E214,H NUTRI BHARN,UNIVERSIT 4Y0 R7D0,HOPLAND,MENDOCIN O,GENERAL,7520,7329,1,1955,UC,P,389.0,AG FIELD STAT
AG FIELD STAT,E231,H POTTING SH,UNIVERSIT Y40 R7D0,HOPLAND,MENDOCIN O,GENERAL,155,131,1,1962,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,E308,H 308 HOUSE,UNIVERSIT Y40 R7D0,HOPLAND,MENDOCIN O,GENERAL,1118,968,1,1956,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,E319,STORAGE 9,UNIVERSIT Y40 R7D0,HOPLAND,MENDOCIN O,GENERAL,147,147,1,1979,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,G107,SCREENH SE,HOLTON R10D04 E,EL CENTRO,IMPERIAL,GENERAL,1008,933,1,1970,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,G214,STORAGE 2,HOLTON R10D04 E,EL CENTRO,IMPERIAL,GENERAL,1920,3736,1,1967,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,G306,D 306 HOUSE,HOLTON R10D04 E,EL CENTRO,IMPERIAL,GENERAL,1113,1050,1,1947,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,H201,E COW BE ARN,15 PURISIMA,HALF MOON BAY,SAN MATEO,GENERAL,3550,3429,1,1960,UC,P,,AG FIELD STAT
AG FIELD STAT,J105,K ADMIN KBLDG,RIVERBEN D92 A4V0 ES,PARLIER,FRESNO,GENERAL,7964,4688,1,1968,UC,P,155.0,AG FIELD STAT
AG FIELD STAT,J115,K MITCHELL,RIVERBEN 9D2 A4V0 ES,PARLIER,FRESNO,GENERAL,11583,11049,1,1992,UC,P,248832.0,AG FIELD STAT
AG FIELD STAT,J208,STORAGE 208,RIVERBEN 9D2 A4V0 ES,PARLIER,FRESNO,GENERAL,4800,4606,1,1977,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,J218,PLANTSAM KP L,RIVERBEN D92 A4V0 ES,PARLIER,FRESNO,GENERAL,3200,3200,1,2001,UC,P,58684.0,AG FIELD STAT
AG FIELD STAT,L107,L CITRUS PKL,CARSON 2A2V9E63,EXETER,TULARE,GENERAL,5000,4739,1,1995,UC,P,15971.0,AG FIELD STAT
AG FIELD STAT,L203,L SHOP,CARSON 2A2V9E63,EXETER,TULARE,GENERAL,2304,2252,1,1970,UC,P,1291.0,AG FIELD STAT
AG FIELD STAT,N102,GREENHS E1,IRVINE 7B6L0V1D,IRVINE,ORANGE,GENERAL,1260,1164,1,1958,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,N204,SC MACH STR,IRVINE B76L0V1D,IRVINE,ORANGE,GENERAL,3534,3136,1,1966,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,P101,SF ADMIN BLD,SCOTT 8F2O7R9B ES,BROWNS VALLEY,YUBA,GENERAL,2168,1397,1,1975,UC,P,191.0,AG FIELD STAT
AG FIELD STAT,P213,PUMPHSE 1,SCOTT F82O7R9B ES,BROWNS VALLEY,YUBA,GENERAL,48,0,1,1960,UC,P,,AG FIELD STAT
AG FIELD STAT,P410,SF PAV BLD,SCOTT F82O7R9B ES,BROWNS VALLEY,YUBA,GENERAL,1632,1500,1,1966,UF,P,,AG FIELD STAT
AG FIELD STAT,R206,I SHOP 2,139/HAVLI HNWA Y,TULELAKE,SISKIYOU,GENERAL,2304,1783,1,1975,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,V105,HL POLE SHED,WEST TELEGRAP,SANTA PAULA,VENTURA,GENERAL,1600,3200,1,2002,UC,P,31808.0,AG FIELD STAT
AG FIELD STAT,W207,WS EQ SWTSR G 1,OAKLAND A17V3E53 W,FIVE POINTS,FRESNO,GENERAL,3232,6464,1,1974,UC,P,0.0,AG FIELD STAT
AG FIELD STAT,W312,WS DORM 2,OAKLAND 1A7V3E53 W,FIVE POINTS,FRESNO,GENERAL,1317,913,1,1963,UC,P,0.0,AG FIELD STAT
BERKELEY,1010,MRI MODLR II,CORE 2C1A5M4P-6U0S,BERKELEY,ALAMEDA,GENERAL,788,685,1,2008,UC,I,908327.0,BERKELEY
BERKELEY,1022,ENERGYBI OBLD,CORE 3C2A0M0P --U S,BERKELEY,ALAMEDA,GENERAL,124174,69767,7,2012,UC,P,116609350.0,BERKELEY
BERKELEY,1064B,BOWDITC2 420,HEAD CANONMAP LEX,BERKELEY,ALAMEDA,GENERAL,8014,4525,3,1895,UP,O,61319.0,BERKELEY
BERKELEY,1081,FOOTHILL 1,HEARST 2A7V0E0,BERKELEY,ALAMEDA,RESIDENTIAL,43549,34760,2,1990,UC,P,2497459.0,BERKELEY
BERKELEY,1095,WARREN,2195 HEARST,BERKELEY,ALAMEDA,GENERAL,69354,51345,4,2003,UC,P,23916868.0,BERKELEY
BERKELEY,1147,RH2 TOWLE,2650 HASTE ST,BERKELEY,ALAMEDA,RESIDENTIAL,67155,40471,9,2004,UC,P,17801208.0,BERKELEY
BERKELEY,1210,SPROUL,CORE 2C6A0M0PUS,BERKELEY,ALAMEDA,GENERAL,111197,66680,6,1941,UC,P,4278819.0,BERKELEY
BERKELEY,1229,NW AN FACIL,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,52845,30494,2,1991,UC,P,3760967.0,BERKELEY
BERKELEY,1251,STRAWBE RY RR,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,332,0,2,1959,UC,P,,BERKELEY
BERKELEY,1270,CALIFORNI A,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,56398,31046,4,1905,UC,P,1926634.0,BERKELEY
BERKELEY,1302,MINOR ADDITN,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,55818,32497,5,1978,UC,P,1383768.0,BERKELEY
BERKELEY,1311,FSBR 7C,PEAK & GCERNIZTZELNYNI,OAKLAND,ALAMEDA,GENERAL,719,116,1,1962,UC,P,0.0,BERKELEY
BERKELEY,1321,MCLAUGH LIN,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,49388,30330,6,1931,UC,P,698315.0,BERKELEY
BERKELEY,1356,GILMAN,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,44200,27018,5,1917,UC,P,1086531.0,BERKELEY
BERKELEY,1377,O'BRIEN,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,41821,28579,6,1959,UC,P,1807581.0,BERKELEY
BERKELEY,1418,DWINELLE AN,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,8787,5803,2,1920,UC,P,219044.0,BERKELEY
BERKELEY,1441,UNIV H SHED,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,164,139,1,1985,UC,P,,BERKELEY
BERKELEY,1520,UCB ART MUSE,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,105833,58544,6,1970,UC,P,3051927.0,BERKELEY
BERKELEY,1568,EMERGEN ST B,PEAK & GCERNIZTZELNYNI,BERKELEY,ALAMEDA,GENERAL,159,150,1,2006,UP,I,,BERKELEY
BERKELEY,1623,CEV RSF,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,275,0,1,2001,UC,P,,BERKELEY
BERKELEY,1718,BG 1718,CENTENNI A20L0 D RIVE -,OAKLAND,ALAMEDA,GENERAL,311,118,1,1927,UC,P,126756.0,BERKELEY
BERKELEY,1734,BG 1734 OFFC,CENTENNI A20L0 D RIVE -,OAKLAND,ALAMEDA,GENERAL,717,717,1,1927,UC,P,,BERKELEY
BERKELEY,1747,BG 1747 GH2,CENTENNI A20L0 D RIVE -,OAKLAND,ALAMEDA,GENERAL,2015,1918,1,1927,UC,P,,BERKELEY
BERKELEY,1762,RMHC1C ONE,CORE 2C6A5M0PUS,BERKELEY,ALAMEDA,GENERAL,125731,72923,7,1961,UC,P,9782447.0,BERKELEY
BERKELEY,1772,RH2 CENTRAL,2650 HASTE ST,BERKELEY,ALAMEDA,RESIDENTIAL,21455,11578,1,1960,UC,P,4923279.0,BERKELEY
BERKELEY,1784,CHAVEZ,CORE C17A4M1PUS,BERKELEY,ALAMEDA,GENERAL,109505,70395,4,1960,UC,P,3804672.0,BERKELEY
BERKELEY,1795,BANCROF 2401,CORE CAMPUS,BERKELEY,ALAMEDA,GENERAL,4931,3670,2,1898,UP,P,618500.0,BERKELEY
BERKELEY,1806,RH3 SPENSBLK,2400 DURANT,BERKELEY,ALAMEDA,RESIDENTIAL,40851,27315,10,1964,UC,P,4248599.0,BERKELEY
BERKELEY,1821,CKC 2,KERR CALAMRPKU S,BERKELEY,ALAMEDA,RESIDENTIAL,45818,28380,2,1949,UF,P,15646095.0,BERKELEY
BERKELEY,1831,CKC 12,KERR CAMPUS,BERKELEY,ALAMEDA,RESIDENTIAL,44106,31060,3,1930,UF,P,332922.0,BERKELEY
BERKELEY,1841,22OLDGY M,KERR CALAMRPKU S,BERKELEY,ALAMEDA,GENERAL,16729,12594,2,1915,UF,O,,BERKELEY
BERKELEY,2325,SF WOODS,LAGUNA S55T  - UNEX,FRANCISC SOAN,FRANCISC OSAN,GENERAL,25561,12951,2,1923,UP,P,,BERKELEY
BERKELEY,2406,FSH 106,OHLONE 7A5V5E,ALBANY,ALAMEDA,RESIDENTIAL,17328,14466,3,2000,UC,P,1095788.0,BERKELEY
BERKELEY,2416,FSH 116,OHLONE A98V0E,ALBANY,ALAMEDA,RESIDENTIAL,17328,14466,3,2000,UC,P,1095788.0,BERKELEY
BERKELEY,2426,FSH 126,GOODING 1W0A7Y0,ALBANY,ALAMEDA,RESIDENTIAL,12092,10381,3,2000,UC,P,786350.0,BERKELEY
BERKELEY,2436,FSH 136,786 RED 6O0A0K R AEVDE,ALBANY,ALAMEDA,RESIDENTIAL,8384,7285,3,2000,UC,P,551827.0,BERKELEY
BERKELEY,2447,FSH LAUNDRY6,1125 8TH STREET,ALBANY,ALAMEDA,RESIDENTIAL,492,330,1,1999,UC,P,24998.0,BERKELEY
BERKELEY,2464,FSH 145,KINKEAD W86A5Y,ALBANY,ALAMEDA,RESIDENTIAL,17703,13962,3,2006,UC,P,2690230.0,BERKELEY
BERKELEY,2474,FSH 157,725 KULA G40U5L RF EWDA Y,ALBANY,ALAMEDA,RESIDENTIAL,12162,8981,3,2006,UC,P,1752654.0,BERKELEY
BERKELEY,2484,FSH 165,625 WEST END WAY,ALBANY,ALAMEDA,RESIDENTIAL,19073,14553,3,2008,UC,P,3092180.0,BERKELEY
BERKELEY,9012,WORKSHO P,CARMEL V38A6L0L1E EY.,CARMEL VALLEY,MONTERE Y,GENERAL,1015,968,1,1930,UF,P,,BERKELEY
BERKELEY,9027,HR ARNOLD,CARMEL V38A6L0L1E EY.,CARMEL VALLEY,MONTERE Y,GENERAL,443,432,1,1900,UF,P,,BERKELEY
BERKELEY,9040,RESTROO MHR,CARMEL V38A6L0L1E EY.,CARMEL VALLEY,MONTERE Y,GENERAL,58,0,1,1995,UC,P,,BERKELEY
BERKELEY,9101,RUSS LEUS RS,HAPPY 4V9A2L7L EY,LAFAYETT E,CONTRA COSTA,RESIDENTIAL,1991,1747,2,1892,UC,P,,BERKELEY
BERKELEY,9113,RUSS CHEM ST,HAPPY BVLAULLEE OYA K,LAFAYETT E,CONTRA COSTA,GENERAL,89,72,1,1988,UC,P,,BERKELEY
BERKELEY,9124,RUSS WOODSHD,HAPPY V49A2L7L EY,LAFAYETT E,CONTRA COSTA,GENERAL,203,177,1,1966,UC,P,,BERKELEY
BERKELEY,9134,RUSS BARNSHD,HAPPY 3V8A6L0L1E EY.,LAFAYETT E,CONTRA COSTA,GENERAL,127,123,1,1930,UC,P,,BERKELEY
BERKELEY,9226,AR AH LUMBER,WILDERNE 4S2S0 L1ODGE,BRANSCO MB,MENDOCIN O,GENERAL,448,406,1,1937,UF,P,,BERKELEY
BERKELEY,9236,AR CT OUTHS1,WILDERNE 4S2S0 L1ODGE,BRANSCO MB,MENDOCIN O,GENERAL,35,0,1,1995,UF,P,,BERKELEY
BERKELEY,9248,SH SMHE ADOW,SAGEHEN R11O6A1D6,TRUCKEE,NEVADA,RESIDENTIAL,220,191,1,1957,UC,P,,BERKELEY
BERKELEY,9258,NRTHCABI N,SAGEHEN ROAD,TRUCKEE,NEVADA,RESIDENTIAL,232,206,1,1984,UC,P,,BERKELEY
BERKELEY,9274,AR WL WOOD,WILDERNE 4S2S0 L1ODGE,BRANSCO MB,MENDOCIN O,GENERAL,99,91,1,1985,UF,P,,BERKELEY
BERKELEY,9284,AR HQ GARAGE,WILDERNE 4S2S0 L1ODGE,BRANSCO MB,MENDOCIN O,GENERAL,1218,1172,1,1948,UF,P,,BERKELEY
BERKELEY,9497,FSH COMM CTR,1125 8TH STREET,ALBANY,ALAMEDA,RESIDENTIAL,13709,10656,1,1942,UF,P,1605767.0,BERKELEY
BERKELEY,9532,RFS 102,SOUTH 1463T01H,RICHMON D,CONTRA COSTA,GENERAL,6848,5765,1,1950,UP,I,,BERKELEY
BERKELEY,9546,RFS 128,SOUTH 1463T01H,RICHMON D,CONTRA COSTA,GENERAL,10351,8521,1,1950,UP,P,,BERKELEY
BERKELEY,9558,RFS 162,SOUTH 1463T01H,RICHMON D,CONTRA COSTA,GENERAL,235,0,1,1976,UC,P,,BERKELEY
BERKELEY,9571,RFS 190,SOUTH 4163T01H,RICHMON D,CONTRA COSTA,GENERAL,2951,2016,2,1950,UP,P,,BERKELEY
BERKELEY,9591,RFS 479,SOUTH 1463T01H,RICHMON D,CONTRA COSTA,GENERAL,54,40,1,1954,UC,P,,BERKELEY
BERKELEY,9612,RFS 482,SOUTH 1463T01H,RICHMON D,CONTRA COSTA,GENERAL,1516,1414,1,1965,UC,P,,BERKELEY
BERKELEY,9721,RFS 475,SOUTH 1463T01H,RICHMON D,CONTRA COSTA,GENERAL,1296,1129,1,1993,UC,P,,BERKELEY
DAVIS,3201,WALKER,CORE C13A8M0PUS,DAVIS (YOLO),YOLO,GENERAL,44415,36988,2,1927,UC,O,124096.0,DAVIS
DAVIS,3225,THE BARN,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,11122,7491,2,1914,UC,P,319492.0,DAVIS
DAVIS,3241,HCD CMPTR LB,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,2581,1148,1,1936,UC,P,3784.0,DAVIS
DAVIS,3274,NORTH,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,24376,11006,4,1908,UC,P,3104968.0,DAVIS
DAVIS,3295,ARS TR 1532,CORE CAMPUS,DAVIS (SOLANO),SOLANO,HEALTH SCIENCE,1440,1069,1,1973,UP,R,14412.0,DAVIS
DAVIS,3307,UNIV HOUSE,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,3878,2983,2,1908,UC,P,77811.0,DAVIS
DAVIS,3350,EVERSN,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,51653,27804,3,1952,UC,O,368740.0,DAVIS
DAVIS,3400,ART ANNEX,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,9973,7368,1,1938,UC,P,2098849.0,DAVIS
DAVIS,3425A,P FLD LAB 2,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,495,460,1,1952,UC,P,0.0,DAVIS
DAVIS,3462,TB 1,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,3040,2927,1,1947,UF,P,53115.0,DAVIS
DAVIS,3482,P HS M,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,2050,4000,1,1950,UC,P,0.0,DAVIS
DAVIS,3534,AH HAY,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,505,1000,1,1944,UP,P,0.0,DAVIS
DAVIS,3557,BEE HS,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,1620,1500,1,1924,UC,P,0.0,DAVIS
DAVIS,3703,RADXR2,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,1210,1062,1,1954,UC,O,0.0,DAVIS
DAVIS,3738,HANGAR NO 3,AIRPORT RD,DAVIS (YOLO),YOLO,GENERAL,1927,1775,1,1965,UC,P,0.0,DAVIS
DAVIS,3756,DAIRY,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,7514,6094,1,1958,UC,P,3517.0,DAVIS
DAVIS,3765,WS&E FLB,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,3034,2272,1,1958,UC,P,0.0,DAVIS
DAVIS,3778,WS&E HYD L2,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,16564,15870,1,1961,UC,P,265055.0,DAVIS
DAVIS,3795,AG SERV SH 2,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,3260,3550,1,1962,UC,P,0.0,DAVIS
DAVIS,3811,PP CHEM STOR,CORE CAMPUS,DAVIS (SOLANO),SOLANO,GENERAL,200,182,1,1955,UC,I,0.0,DAVIS
DAVIS,3828,PFH F,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,420,449,1,1963,UC,P,0.0,DAVIS
DAVIS,3838,ARS H-1,CORE CAMPUS,DAVIS (SOLANO),SOLANO,HEALTH SCIENCE,4579,4489,1,1964,UC,P,0.0,DAVIS
DAVIS,3849,SOLANO 4200,SOLANO P23A4R K CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,7224,5460,3,1962,UC,P,8114.0,DAVIS
DAVIS,3859,SOLANO 3700,SOLANO P37A2R K CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,6248,5680,2,1962,UC,P,40486.0,DAVIS
DAVIS,3869,SOLANO 3100,SOLANO 4P3A8R K CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,7224,5460,3,1962,UC,P,5479.0,DAVIS
DAVIS,3879,SOLANO 3300,SOLANO P32A2R K CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,1470,1141,1,1962,UC,P,4244.0,DAVIS
DAVIS,3889,ORCHARD 5600,ORCHARD P13A6R6K  CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,7224,5610,1,1964,UC,P,3430.0,DAVIS
DAVIS,3899,ORCHARD 6000,ORCHARD P13A5R4K  CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,7820,4488,1,1964,UC,P,3520.0,DAVIS
DAVIS,3909,REGAN CAMPO,REGAN 5H7A5L L CIR,DAVIS (YOLO),YOLO,RESIDENTIAL,10378,6815,2,1965,UC,P,397692.0,DAVIS
DAVIS,3919,GRHS 302,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,433,384,1,1965,UC,P,0.0,DAVIS
DAVIS,3929,GRHS 312,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,433,384,1,1965,UC,P,0.0,DAVIS
DAVIS,3939,VET LAB AN D,CORE CAMPUS,DAVIS (YOLO),YOLO,HEALTH SCIENCE,2280,2073,1,1964,UC,P,0.0,DAVIS
DAVIS,3970,MUSIC,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,20204,10938,2,1966,UC,P,45146.0,DAVIS
DAVIS,3979,GRHS 603,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,433,384,1,1965,UC,P,0.0,DAVIS
DAVIS,3989,GRHS 613,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,433,384,1,1965,UC,P,0.0,DAVIS
DAVIS,4002,GRHS 070,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,906,839,1,1965,UC,P,0.0,DAVIS
DAVIS,4049,MECH 2,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,22537,4040,1,1967,UC,P,17343904.0,DAVIS
DAVIS,4073,STORER,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,91104,52064,7,1968,UC,P,789857.0,DAVIS
DAVIS,4093,TB 127,CORE CAMPUS,DAVIS (SOLANO),SOLANO,HEALTH SCIENCE,952,652,1,1966,UP,P,0.0,DAVIS
DAVIS,4103,HD H 001,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,3414,2870,1,1967,UC,P,0.0,DAVIS
DAVIS,4113,GRHS 109,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,448,410,1,1967,UC,P,0.0,DAVIS
DAVIS,4123,GRHS 208,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,448,410,1,1966,UC,P,0.0,DAVIS
DAVIS,4133,GRHS 218,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,448,410,1,1966,UC,P,0.0,DAVIS
DAVIS,4146,TB 132,COUNTY ROAD 98,DAVIS (YOLO),YOLO,HEALTH SCIENCE,980,900,1,1966,UP,P,9138.0,DAVIS
DAVIS,4156,PRIM CCSTOR1,COUNTY ROAD 98,DAVIS (YOLO),YOLO,HEALTH SCIENCE,1362,1022,1,1967,UC,P,0.0,DAVIS
DAVIS,4183,GRHS 059,CORE CAMPUS,DAVIS (SOLANO),SOLANO,GENERAL,445,400,1,1967,UC,P,0.0,DAVIS
DAVIS,4200,WELL A1,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,50,0,1,1968,UC,P,0.0,DAVIS
DAVIS,4212,WELL G6,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,50,0,1,1968,UC,P,0.0,DAVIS
DAVIS,4226,GRHS 184,CORE CAMPUS,DAVIS (YOLO),YOLO,GENERAL,2617,2286,1,1968,UC,P,0.0,DAVIS
DAVIS,4252,TB 160,CORE CAMPUS,DAVIS (YOLO),YOLO,HEALTH SCIENCE,1176,919,1,1969,UP,P,0.0,DAVIS
DAVIS,4262,TB 170,CORE CAMPUS,DAVIS (YOLO),YOLO,HEALTH SCIENCE,1302,1194,1,1969,UP,P,1534.0,DAVIS
DAVIS,4272,VMTH FEED,CORE CAMPUS,DAVIS (YOLO),YOLO,HEALTH SCIENCE,14000,13725,1,1969,UC,P,0.0,DAVIS
