location,building,building_name,address,city_name,county,category,osfg,bldg_asf,levels,year,owner,mp_code,book_value,clean_location
SAN DIEGO,7059,CEC EXP,CORE CAMPUS,LA JOLLA,SAN DIEGO,HEALTH SCIENCE,1574,1008,1,2007,UC,P,,SAN DIEGO
SAN DIEGO,7078,BIRCH EDTR,CORE CAMPUS,LA JOLLA,SAN DIEGO,GENERAL,506,449,1,1992,UC,I,,SAN DIEGO
SAN DIEGO,7099,RAD ONC,CORE CAMPUS,LA JOLLA,SAN DIEGO,HEALTH SCIENCE,15998,9326,1,2009,UC,P,73370.0,SAN DIEGO
SAN DIEGO,7109,6TH APTS1000,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,11089,8539,3,1988,UC,P,,SAN DIEGO
SAN DIEGO,7119,6TH LAUND S,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,3544,2987,2,1988,UC,P,,SAN DIEGO
SAN DIEGO,7129,MARSH C,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,9170,1107,2,1975,UC,P,0.0,SAN DIEGO
SAN DIEGO,7141,MARSH O,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,15991,12150,5,1988,UC,P,940250.0,SAN DIEGO
SAN DIEGO,7151,SHOUSE S,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,9242,7395,5,1971,UC,P,,SAN DIEGO
SAN DIEGO,7161,9226 MESA,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,11601,9888,2,1975,UC,P,,SAN DIEGO
SAN DIEGO,7171,9248 MESA,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,7754,6592,2,1975,UC,P,,SAN DIEGO
SAN DIEGO,7181,9268 MESA,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,7771,6592,2,1975,UC,P,,SAN DIEGO
SAN DIEGO,7191,9142S MESA,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,9446,8008,2,1981,UC,P,,SAN DIEGO
SAN DIEGO,7201,9176S MESA,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,14261,12004,2,1981,UC,P,,SAN DIEGO
SAN DIEGO,7211,3775WEST MESA,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,11916,10002,2,1981,UC,P,,SAN DIEGO
SAN DIEGO,7225,NCHOUSIN G1-5,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,11993,9530,1,2009,UC,P,4464816.0,SAN DIEGO
SAN DIEGO,7251,TELEMEDI CINE,CORE CAMPUS,LA JOLLA,SAN DIEGO,HEALTH SCIENCE,103505,56105,4,2011,UC,P,52591884.0,SAN DIEGO
SAN DIEGO,7266,NCHOUSIN G2-6,CORE CAMPUS,LA JOLLA,SAN DIEGO,RESIDENTIAL,10199,6069,2,2011,UC,P,2676120.0,SAN DIEGO
SAN DIEGO,7284,304 ARBOR,CORE MED CTR,SAN DIEGO,SAN DIEGO,GENERAL,2370,1797,1,2010,UP,R,,SAN DIEGO
SAN DIEGO,7700,PREUSS F,CORE CAMPUS,LA JOLLA,SAN DIEGO,GENERAL,27927,19858,2,2000,UC,P,3000775.0,SAN DIEGO
FRANCISC SOAN,2018,MTZ BLDG A,DIVISADER O16 S00T,FRANCISC SOAN,FRANCISC OSAN,HEALTH SCIENCE,118800,71702,8,1949,UF,P,28316092.0,SAN FRANCISCO
FRANCISC SOAN,2030,1482 5TH AVE,1482 5TH 2A3V5E6,FRANCISC OSAN,FRANCISC OSAN,RESIDENTIAL,2756,2363,3,1922,UP,P,135883.0,SAN FRANCISCO
FRANCISC SOAN,2054,1464 5TH AVE,1464 5TH AVE,FRANCISC OSAN,FRANCISC SOAN,RESIDENTIAL,3246,2784,3,1911,UP,P,159531.0,SAN FRANCISCO
FRANCISC SOAN,2213,AMMONIA F,CENTER W10A0Y,FRANCISC OSAN,FRANCISC SOAN,HEALTH SCIENCE,790,10,1,1997,UP,P,189016.0,SAN FRANCISCO
FRANCISC OSAN,2271,1338 3RD AVE,1338 3RD AVE,FRANCISC OSAN,FRANCISC OSAN,RESIDENTIAL,4305,3749,3,1913,UP,P,22005.0,SAN FRANCISCO
FRANCISC OSAN,2293,LPPI OPC,PARNASS US AVE,FRANCISC OSAN,FRANCISC OSAN,HEALTH SCIENCE,2723,1794,1,1979,UC,P,134938.0,SAN FRANCISCO
FRANCISC SOAN,2410,NURSING,2 KORET W70A7Y,FRANCISC SOAN,FRANCISC OSAN,HEALTH SCIENCE,89693,53268,7,1972,UC,P,1900609.0,SAN FRANCISCO
FRANCISC OSAN,3000,PSSRB,MEDICAL 1C5E5N0T ER,FRANCISC OSAN,FRANCISC OSAN,HEALTH SCIENCE,89454,59335,1,2005,UC,P,36685136.0,SAN FRANCISCO
FRANCISC O,3013,145 IRVING,145 IRVING ST,FRANCISC O,FRANCISC O,RESIDENTIAL,17838,12545,5,2006,UC,P,5181803.0,SAN FRANCISCO
FRANCISC SOAN,3029,FRESNO MERC,FRESNO ST,FSRAENSNO,SFRAENSNO,HEALTH SCIENCE,87701,55343,4,2005,UC,P,17110850.0,SAN FRANCISCO
FRANCISC SOAN,3041,MB PARK KIOS,1650 3RD S65T4,FRANCISC OSAN,FRANCISC SOAN,HEALTH SCIENCE,22,20,1,2004,UC,I,,SAN FRANCISCO
SANTA BARBARA,8205,FILTER,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,4118,0,1,2001,UC,P,,SANTA BARBARA
SANTA BARBARA,8254,PARKING III,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,348539,0,7,2007,UC,P,19054488.0,SANTA BARBARA
SANTA BARBARA,8324,BIKE SHOP,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,1200,1078,1,2010,UP,R,341379.0,SANTA BARBARA
SANTA BARBARA,8347,FM STOR 347,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,319,302,1,1984,UP,R,,SANTA BARBARA
SANTA BARBARA,8358,WST LSV STBL,STORKE RSODUTH,GOLETA,SANTA BARBARA,GENERAL,5168,4906,1,1921,UF,O,,SANTA BARBARA
SANTA BARBARA,8371,FM TLR 371,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,3051,2637,1,1978,UP,R,0.0,SANTA BARBARA
SANTA BARBARA,8387,MOD CLASSRM,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,3368,2640,1,1998,UP,I,148893.0,SANTA BARBARA
SANTA BARBARA,8399,SCI FAC NO 9,CRUZ ISLAND,SANTA BARBARA,SANTA BARBARA,GENERAL,192,174,1,1983,UP,R,,SANTA BARBARA
SANTA BARBARA,8439,FM BLDG 439,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,6280,5362,1,1943,UF,I,80812.0,SANTA BARBARA
SANTA BARBARA,8501,ARBOR,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,4827,3781,1,2005,UC,P,1457488.0,SANTA BARBARA
SANTA BARBARA,8516,RECCEN,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,68449,46913,2,1994,UC,P,5922496.0,SANTA BARBARA
SANTA BARBARA,8528,SOUTH HALL,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,133445,80156,7,1969,UC,P,269741.0,SANTA BARBARA
SANTA BARBARA,8539,BIOSCI ANNEX,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,1427,924,1,1958,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8549,DE LA GUERRA,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,RESIDENTIAL,34082,27526,2,1958,UC,P,9085321.0,SANTA BARBARA
SANTA BARBARA,8559,N SEW PMP ST,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,895,0,3,1969,UC,P,,SANTA BARBARA
SANTA BARBARA,8570,CHEM ANNEX,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,6141,5378,1,1964,UC,I,369775.0,SANTA BARBARA
SANTA BARBARA,8583,AVIARY,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,1649,1345,1,1993,UC,P,,SANTA BARBARA
SANTA BARBARA,8595,CENTL GARAGE,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,GENERAL,3870,3619,2,1974,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8701,WST APT 701,WALK & STORKE,GOLETA,SANTA BARBARA,RESIDENTIAL,4956,3712,2,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8707,WST APT 707,WALK & SBTOOLTROKNE,GOLETA,SANTA BARBARA,RESIDENTIAL,4956,3712,2,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8715,WST APT 715,WALK & SBOTOLTROKNE,GOLETA,SANTA BARBARA,RESIDENTIAL,4956,3712,2,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8725,WST APT 725,WALK & BSOTOLTROKNE,GOLETA,SANTA BARBARA,RESIDENTIAL,4086,3355,2,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8735,WST APT 735,WALK & BSOTOLTROKNE,GOLETA,SANTA BARBARA,RESIDENTIAL,4086,3355,2,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8745,WST HTR 745,WALK & BSTOOLTROKNE,GOLETA,SANTA BARBARA,RESIDENTIAL,96,0,1,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8755,WST HTR 755,WALK & SBTOOLTROKNE,GOLETA,SANTA BARBARA,RESIDENTIAL,96,0,1,1961,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8765,STK APT 765,LAUREL 7W8A6L K,GOLETA,SANTA BARBARA,RESIDENTIAL,8527,7510,3,1972,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8775,STK APT 775,LAUREL W78A6L K,GOLETA,SANTA BARBARA,RESIDENTIAL,7688,6750,3,1972,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8785,STK APT 785,LAUREL W78A6L K,GOLETA,SANTA BARBARA,RESIDENTIAL,7688,6750,3,1972,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8794,STK APT 794,LAUREL W69A0L0K,GOLETA,SANTA BARBARA,RESIDENTIAL,7559,6148,2,1982,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8798,STK APT 798,LAUREL W78A6L K,GOLETA,SANTA BARBARA,RESIDENTIAL,7559,6148,2,1982,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8812,SY APTS 812,COLEGIO &E LL OS,GOLETA,SANTA BARBARA,RESIDENTIAL,9853,8202,2,1980,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8822,SY APTS 822,COLEGIO E&L L OS,GOLETA,SANTA BARBARA,RESIDENTIAL,5971,5006,2,1980,UC,P,0.0,SANTA BARBARA
SANTA BARBARA,8832,SY SHOP 832,COLEGIO &65 L1O0 SE L,GOLETA,SANTA BARBARA,RESIDENTIAL,3299,2932,1,1986,UC,P,20427.0,SANTA BARBARA
SANTA BARBARA,8848,CASTAIC 848,COLEGIO 6R5D20 EL,SANTA BARBARA,SANTA BARBARA,RESIDENTIAL,2709,1969,1,2008,UC,P,1654706.0,SANTA BARBARA
SANTA BARBARA,8879,JALAMA,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,RESIDENTIAL,11439,9176,4,2002,UC,P,1937069.0,SANTA BARBARA
SANTA BARBARA,8889,CAMUESA,CORE CAMPUS,SANTA BARBARA,SANTA BARBARA,RESIDENTIAL,11391,9075,3,2002,UC,P,1865905.0,SANTA BARBARA
SANTA BARBARA,8942,TRLR 942,CORE C66A6M7P EULS,SANTA BARBARA,SANTA BARBARA,GENERAL,1440,1326,1,2001,UP,R,,SANTA BARBARA
SANTA BARBARA,8957,SNARL STORAG,MORRISO N10 R16D MT,MAMMOTH LAKES,MONO,GENERAL,175,150,1,1940,UP,I,,SANTA BARBARA
SANTA CRUZ,7014,VILL HSG C4,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,1755,1239,1,1997,UP,P,85135.0,SANTA CRUZ
SANTA CRUZ,7024,VILL HSG C2,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,1755,1307,1,1997,UP,P,85135.0,SANTA CRUZ
SANTA CRUZ,7035,CHEM STOR 1,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,61,60,1,1997,UP,P,6904.0,SANTA CRUZ
SANTA CRUZ,7049,L CT APT 708,708 NOBEL DRIVE,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,1995,1850,2,1991,UP,P,288307.0,SANTA CRUZ
SANTA CRUZ,7059,L CT APT 744,744 NOBEL DRIVE,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,2460,1822,3,1991,UP,P,261608.0,SANTA CRUZ
SANTA CRUZ,7086,MBEST HQ SRV,3239 IMJIN RD,MARINA,MONTERE Y,GENERAL,1068,184,1,2001,UC,P,480961.0,SANTA CRUZ
SANTA CRUZ,7104,GRANARY,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,2465,2097,1,1845,UC,P,168309.0,SANTA CRUZ
SANTA CRUZ,7114,BLKSMTH SHOP,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,1939,1102,1,1845,UC,P,18729.0,SANTA CRUZ
SANTA CRUZ,7124,PRESCOT T,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,15614,9868,4,1966,UC,P,6900.0,SANTA CRUZ
SANTA CRUZ,7134,CL COLL COM,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,44563,25461,3,1966,UC,P,13369275.0,SANTA CRUZ
SANTA CRUZ,7144,ST COLL COM,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,18547,13459,1,1966,UC,P,1554086.0,SANTA CRUZ
SANTA CRUZ,7154,CR GALILEO,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,10439,6022,4,1967,UC,P,462691.0,SANTA CRUZ
SANTA CRUZ,7169,GARDENH SE,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,405,366,1,1966,UC,P,0.0,SANTA CRUZ
SANTA CRUZ,7182,STDT UN RDWD,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,2896,2376,2,1966,UC,P,129050.0,SANTA CRUZ
SANTA CRUZ,7193,ME HOUSE D,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,6878,4561,2,1969,UC,P,12941.0,SANTA CRUZ
SANTA CRUZ,7209,MTHAM 22INCH,HAMILTON 7R2D81 MT,SAN JOSE,SANTA CLARA,GENERAL,990,807,2,1951,UC,P,0.0,SANTA CRUZ
SANTA CRUZ,7219,MTHAM R 7219,HAMILTON R72D81 MT,SAN JOSE,SANTA CLARA,RESIDENTIAL,2190,1545,2,1955,UC,P,1303.0,SANTA CRUZ
SANTA CRUZ,7229,MTHAM STOR 1,HAMILTON R72D81 MT,SAN JOSE,SANTA CLARA,GENERAL,960,894,1,1956,UC,P,0.0,SANTA CRUZ
SANTA CRUZ,7262,MTHAM PUMP N,HAMILTON R72D81 MT,SAN JOSE,SANTA CLARA,GENERAL,36,0,1,1920,UC,P,0.0,SANTA CRUZ
SANTA CRUZ,7273,MTHAM RHUYPK,HAMILTON 7R2D81 MT,SAN JOSE,SANTA CLARA,GENERAL,74,0,1,1890,UC,P,0.0,SANTA CRUZ
SANTA CRUZ,7287,MTHAM B PUMP,HAMILTON 7R2D81 MT,SAN JOSE,SANTA CLARA,GENERAL,144,0,1,1926,UC,P,,SANTA CRUZ
SANTA CRUZ,7303,PORTER HSE A,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,85493,48841,7,1971,UC,P,36329636.0,SANTA CRUZ
SANTA CRUZ,7313,TA STUDIO,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,7759,5740,2,1971,UC,P,65290.0,SANTA CRUZ
SANTA CRUZ,7324,WASHBAY,1156 HIGH STREET,SANTA CRUZ,SANTA CRUZ,GENERAL,428,0,1,2013,UC,P,16108.0,SANTA CRUZ
SANTA CRUZ,7334,SH 415-421,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,6724,5664,3,1971,UC,P,6643.0,SANTA CRUZ
SANTA CRUZ,7344,SH 317-323,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,6731,5664,3,1971,UC,P,55209.0,SANTA CRUZ
SANTA CRUZ,7354,SH 712-714,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,2918,2304,3,1970,UC,P,6649.0,SANTA CRUZ
SANTA CRUZ,7364,LPG BOILER,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,178,0,1,1968,UC,P,5939.0,SANTA CRUZ
SANTA CRUZ,7378,KR CLRM BLDG,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,5790,4332,2,1973,UC,P,117559.0,SANTA CRUZ
SANTA CRUZ,7388,KR HOUSE 07,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,6134,5249,2,1973,UC,P,783791.0,SANTA CRUZ
SANTA CRUZ,7399,U QUAR DRESS,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,640,511,1,1973,UC,P,0.0,SANTA CRUZ
SANTA CRUZ,7413,OAK S2,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,2259,1405,2,1976,UC,P,7175.0,SANTA CRUZ
SANTA CRUZ,7424,OAK D11 12,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,4661,3520,2,1976,UC,P,31698.0,SANTA CRUZ
SANTA CRUZ,7438,LML DOYLE,SHAFFER ROAD,SANTA CRUZ,SANTA CRUZ,GENERAL,8511,6652,2,1978,UC,P,2920.0,SANTA CRUZ
SANTA CRUZ,7479,CASFS LAB,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,1424,1251,1,1983,UC,P,276.0,SANTA CRUZ
SANTA CRUZ,7497,EBASK BLDG E,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,7656,5847,1,1984,UC,P,95804.0,SANTA CRUZ
SANTA CRUZ,7516,BCR HLND WTR,RESERVE HIGHWAY,BIG SUR,MONTERE Y,GENERAL,33,0,1,1993,UC,P,,SANTA CRUZ
SANTA CRUZ,7541,CR HSG BLD 7,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,9941,8816,3,1986,UC,P,92893.0,SANTA CRUZ
SANTA CRUZ,7553,GRAD HOUSE 1,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,11234,9693,3,1986,UC,P,107877.0,SANTA CRUZ
SANTA CRUZ,7648,ARBOR DOME 3,1156 HIGH 1S0T0R EET,SANTA CRUZ,SANTA CRUZ,GENERAL,755,601,1,1975,UC,P,,SANTA CRUZ
SANTA CRUZ,7704,HUMANIT REST,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,778,0,1,2006,UC,P,417986.0,SANTA CRUZ
SANTA CRUZ,7715,PORTER APT H,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,12308,10734,3,2004,UC,P,867175.0,SANTA CRUZ
SANTA CRUZ,7735,ARBOR GFTSHP,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,1100,504,1,1994,UC,P,5878.0,SANTA CRUZ
SANTA CRUZ,7746,OAKES DORM 1,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,15646,9325,3,1988,UC,P,369965.0,SANTA CRUZ
SANTA CRUZ,7757,EIGHT DINE,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,7339,4566,2,1990,UC,P,394863.0,SANTA CRUZ
SANTA CRUZ,7767,EIGHT CAFE,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,4371,2800,3,1990,UC,P,397714.0,SANTA CRUZ
SANTA CRUZ,7786,PHYS PLN TR3,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,552,494,1,1990,UP,R,15260.0,SANTA CRUZ
SANTA CRUZ,7796,FARM GOAT SH,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,250,227,1,1845,UC,P,,SANTA CRUZ
SANTA CRUZ,7806,ME MING ONG,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,1990,1548,1,1991,UC,P,134371.0,SANTA CRUZ
SANTA CRUZ,7820,WTR TANK,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,4069,0,1,1992,UC,P,,SANTA CRUZ
SANTA CRUZ,7906,ST APT 11,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,18651,16476,3,2004,UC,P,1560976.0,SANTA CRUZ
SANTA CRUZ,7920,SOC SCI 1,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,54610,32521,5,1994,UC,P,4026857.0,SANTA CRUZ
SANTA CRUZ,7930,COL 9 LOUNGE,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,RESIDENTIAL,2013,1629,1,2002,UC,P,389419.0,SANTA CRUZ
SANTA CRUZ,7940,ENGINEER BLD,1156 HIGH ST,SANTA CRUZ,SANTA CRUZ,GENERAL,151550,88451,6,2004,UC,P,33381550.0,SANTA CRUZ
SANTA CRUZ,7X07,TIRE CONTNR,1156 HIGH STREET,SANTA CRUZ,SANTA CRUZ,GENERAL,200,0,1,2010,UC,P,,SANTA CRUZ
SYSTEMWI DE,1530,BERKWAY 2120,BERKELEY W70A RYINCON,BERKELEY,ALAMEDA,GENERAL,25600,13088,3,1916,UP,P,243756.0,SYSTEMWIDE
